Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue
ATLA3_MOUSE,B6_T0_fasted - B6_T0_fed,-0.49791246,0.177337636,-2.807708904,140,0.005702274,0.015545485
ATOX1_MOUSE,B6_T0_fasted - B6_T0_fed,-0.689002037,0.108116544,-6.372771581,266,8.14E-10,1.09E-08
ATP5H_MOUSE,B6_T0_fasted - B6_T0_fed,0.032612952,0.063072061,0.517074459,304,0.605480174,0.708332909
ATP5I_MOUSE,B6_T0_fasted - B6_T0_fed,-0.055292198,0.041086731,-1.345743413,289,0.179440072,0.289633667
ATP5J_MOUSE,B6_T0_fasted - B6_T0_fed,0.263624402,0.060383565,4.365830385,270,1.81E-05,0.000102105
ATP5L_MOUSE,B6_T0_fasted - B6_T0_fed,-0.107188224,0.053121043,-2.017810977,216,0.044847879,0.091189028
ATP8_MOUSE,B6_T0_fasted - B6_T0_fed,-0.137425667,0.052165591,-2.634412133,120,0.009539464,0.024138532
ATPA_MOUSE,B6_T0_fasted - B6_T0_fed,0.06495388,0.037431536,1.73527157,216,0.084118979,0.154414799
ATPB_MOUSE,B6_T0_fasted - B6_T0_fed,0.00775658,0.036589254,0.211990666,216,0.832314218,0.889096004
ATPD_MOUSE,B6_T0_fasted - B6_T0_fed,0.120079936,0.050974486,2.355687062,216,0.019384026,0.044113708
ATPG_MOUSE,B6_T0_fasted - B6_T0_fed,-0.111063992,0.050730633,-2.189288523,202,0.029721702,0.063758968
ATPK_MOUSE,B6_T0_fasted - B6_T0_fed,-0.052911728,0.041379813,-1.278684555,216,0.202380302,0.319346006
ATPO_MOUSE,B6_T0_fasted - B6_T0_fed,0.064426777,0.03234769,1.991696415,216,0.047663994,0.095956525
ATX10_MOUSE,B6_T0_fasted - B6_T0_fed,-0.260927181,0.094746823,-2.753941223,157,0.006583434,0.017504863
ATX2_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
ATX2L_MOUSE,B6_T0_fasted - B6_T0_fed,0.457040408,0.077480576,5.898774022,105,4.52E-08,4.27E-07
AUHM_MOUSE,B6_T0_fasted - B6_T0_fed,0.998220542,0.235523111,4.23831248,54,8.85E-05,0.000414851
B2L13_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
B2MG_MOUSE,B6_T0_fasted - B6_T0_fed,0.393674492,0.050735968,7.759278228,120,3.14E-12,6.85E-11
B4GN1_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
BAAT_MOUSE,B6_T0_fasted - B6_T0_fed,-0.057700475,0.097583261,-0.591294801,250,0.554857161,0.669629986
BACH_MOUSE,B6_T0_fasted - B6_T0_fed,-0.10766461,0.082339888,-1.307563235,135,0.193243926,0.307845977
BAF_MOUSE,B6_T0_fasted - B6_T0_fed,-0.154687183,0.070392204,-2.197504482,120,0.029904542,0.064076164
BAG2_MOUSE,B6_T0_fasted - B6_T0_fed,-0.046783851,0.10976886,-0.426203305,25,0.673607049,0.761758095
BAG3_MOUSE,B6_T0_fasted - B6_T0_fed,-0.00309867,0.107822795,-0.02873854,183,0.977104435,0.98722842
BAG6_MOUSE,B6_T0_fasted - B6_T0_fed,0.280054489,0.15028372,1.863505165,25,0.074178988,0.139380416
BAP31_MOUSE,B6_T0_fasted - B6_T0_fed,-0.596104551,0.102275142,-5.828440191,213,2.05E-08,2.10E-07
BASI_MOUSE,B6_T0_fasted - B6_T0_fed,0.668481487,0.316968251,2.108985634,117,0.037078483,0.076929915
BAX_MOUSE,B6_T0_fasted - B6_T0_fed,0.18198994,0.074485513,2.44329309,120,0.016009637,0.037795947
BCLF1_MOUSE,B6_T0_fasted - B6_T0_fed,-0.36295205,0.238440341,-1.522192295,85,0.131672613,0.223149147
BDH_MOUSE,B6_T0_fasted - B6_T0_fed,-0.011137937,0.03179919,-0.350258503,216,0.726486018,0.809071359
BGAL_MOUSE,B6_T0_fasted - B6_T0_fed,0.001356139,0.102603605,0.013217262,55,0.989502286,0.993842209
BGLR_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
BHMT1_MOUSE,B6_T0_fasted - B6_T0_fed,0.132062348,0.192881682,0.684680614,216,0.494279494,0.616419355
BHMT2_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
BI2L1_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
BID_MOUSE,B6_T0_fasted - B6_T0_fed,0.131383949,0.110392796,1.190149672,100,0.236805369,0.359837661
BIEA_MOUSE,B6_T0_fasted - B6_T0_fed,0.208267394,0.103859379,2.005282499,180,0.046431006,0.093886978
BLMH_MOUSE,B6_T0_fasted - B6_T0_fed,-0.216516443,0.117037984,-1.849967299,227,0.065617932,0.125482308
BLVRB_MOUSE,B6_T0_fasted - B6_T0_fed,-0.00461764,0.099600821,-0.046361461,161,0.963079609,0.977485786
BODG_MOUSE,B6_T0_fasted - B6_T0_fed,-0.049113706,0.261017955,-0.188162174,94,0.851155131,0.902382061
BOLA1_MOUSE,B6_T0_fasted - B6_T0_fed,0.209538058,0.223525538,0.937423349,102,0.350755188,0.480615935
BPHL_MOUSE,B6_T0_fasted - B6_T0_fed,-0.119438033,0.064694158,-1.846195031,304,0.065835893,0.125767838
BPNT1_MOUSE,B6_T0_fasted - B6_T0_fed,0.02158873,0.103855884,0.207871991,158,0.83559662,0.891502687
BROX_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
BT3L4_MOUSE,B6_T0_fasted - B6_T0_fed,-0.785084084,0.14632428,-5.365371257,90,6.22E-07,4.75E-06
BTF3_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
BUB3_MOUSE,B6_T0_fasted - B6_T0_fed,0.022359813,0.199103029,0.112302727,222,0.910684858,0.944719513
BUD31_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
BUP1_MOUSE,B6_T0_fasted - B6_T0_fed,0.130223454,0.245824069,0.529742489,97,0.597500915,0.704094216
BZW1_MOUSE,B6_T0_fasted - B6_T0_fed,0.500321134,0.06779736,7.379655067,141,1.25E-11,2.41E-10
BZW2_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
C1QBP_MOUSE,B6_T0_fasted - B6_T0_fed,-0.200241547,0.061235611,-3.270017928,265,0.001217749,0.004116083
C1QT3_MOUSE,B6_T0_fasted - B6_T0_fed,0.692879974,0.245707926,2.819933342,20,0.010579804,0.026263146
C1TC_MOUSE,B6_T0_fasted - B6_T0_fed,-0.306917855,0.065765603,-4.666844688,252,4.97E-06,3.20E-05
C560_MOUSE,B6_T0_fasted - B6_T0_fed,-0.386876683,0.086518844,-4.471588652,211,1.27E-05,7.37E-05
CA050_MOUSE,B6_T0_fasted - B6_T0_fed,0.079407453,0.366027504,0.216943952,62,0.828964328,0.888106813
CA093_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CA123_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CAB39_MOUSE,B6_T0_fasted - B6_T0_fed,-0.170232781,0.101194232,-1.682237986,85,0.096193065,0.171759936
CACP_MOUSE,B6_T0_fasted - B6_T0_fed,0.026629509,0.105406072,0.252637337,70,0.801288869,0.869163218
CAD17_MOUSE,B6_T0_fasted - B6_T0_fed,-0.496418433,0.10844424,-4.577637631,126,1.11E-05,6.58E-05
CADH2_MOUSE,B6_T0_fasted - B6_T0_fed,-0.338826286,0.334766362,-1.012127634,86,0.314316198,0.4439686
CAH1_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CAH14_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CAH2_MOUSE,B6_T0_fasted - B6_T0_fed,1.329281587,0.14951458,8.890648589,175,8.88E-16,3.32E-14
CAH3_MOUSE,B6_T0_fasted - B6_T0_fed,-0.092102251,0.022221047,-4.144820555,216,4.88E-05,0.000245816
CAH5A_MOUSE,B6_T0_fasted - B6_T0_fed,-0.567943266,0.365325183,-1.554623912,270,0.121207014,0.208498825
CAH8_MOUSE,B6_T0_fasted - B6_T0_fed,-0.494589213,0.098556111,-5.018351566,75,3.41E-06,2.29E-05
CALM_MOUSE,B6_T0_fasted - B6_T0_fed,-0.038268557,0.071297584,-0.536744088,216,0.591996805,0.700860379
CALR_MOUSE,B6_T0_fasted - B6_T0_fed,-0.313312019,0.045083555,-6.94958539,216,4.26E-11,7.44E-10
CALU_MOUSE,B6_T0_fasted - B6_T0_fed,0.243245227,0.107329473,2.266341385,231,0.02435646,0.054019611
CALX_MOUSE,B6_T0_fasted - B6_T0_fed,-0.132788501,0.051190031,-2.594030496,296,0.009957747,0.024924973
CAN2_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CAND1_MOUSE,B6_T0_fasted - B6_T0_fed,-0.06243864,0.250870977,-0.248887458,151,0.80378604,0.869183018
CAP1_MOUSE,B6_T0_fasted - B6_T0_fed,-0.159978507,0.096922687,-1.650578537,291,0.099903483,0.177520059
CAPR1_MOUSE,B6_T0_fasted - B6_T0_fed,-0.058670946,0.159274052,-0.368364747,137,0.713169855,0.798122892
CAPZB_MOUSE,B6_T0_fasted - B6_T0_fed,-0.046674238,0.150797852,-0.309515274,161,0.757329815,0.834292376
CASP3_MOUSE,B6_T0_fasted - B6_T0_fed,-0.003384221,0.047463638,-0.071301332,120,0.943276631,0.966489255
CASP7_MOUSE,B6_T0_fasted - B6_T0_fed,-0.220603008,0.080500787,-2.74038326,120,0.00707452,0.018702049
CATA_MOUSE,B6_T0_fasted - B6_T0_fed,-0.16559346,0.030229979,-5.47778941,216,1.19E-07,1.03E-06
CATB_MOUSE,B6_T0_fasted - B6_T0_fed,0.031053984,0.097789229,0.317560372,194,0.751159967,0.829665806
CATC_MOUSE,B6_T0_fasted - B6_T0_fed,0.109632876,0.074287004,1.475801558,208,0.141509376,0.238276816
CATD_MOUSE,B6_T0_fasted - B6_T0_fed,-0.023350675,0.082171552,-0.284169811,242,0.776523243,0.849815162
CATH_MOUSE,B6_T0_fasted - B6_T0_fed,-0.061627069,0.079392017,-0.776237602,254,0.43833091,0.562340495
CATL1_MOUSE,B6_T0_fasted - B6_T0_fed,0.057639608,0.096199413,0.599167984,105,0.550351475,0.665507526
CATZ_MOUSE,B6_T0_fasted - B6_T0_fed,0.10127088,0.220526724,0.459222713,208,0.646553795,0.741230634
CAZA1_MOUSE,B6_T0_fasted - B6_T0_fed,-0.122362521,0.060557532,-2.02059955,216,0.044555692,0.090796471
CAZA2_MOUSE,B6_T0_fasted - B6_T0_fed,0.386474937,0.130660122,2.957864512,199,0.003472942,0.010245458
CB043_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CB047_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CBPQ_MOUSE,B6_T0_fasted - B6_T0_fed,-0.075570412,0.063210764,-1.195530755,65,0.236223191,0.359734735
CBR1_MOUSE,B6_T0_fasted - B6_T0_fed,-0.120740961,0.130989097,-0.921763441,261,0.35750323,0.486225626
CBR4_MOUSE,B6_T0_fasted - B6_T0_fed,0.051005209,0.169953516,0.300112705,133,0.76455975,0.839302111
CBS_MOUSE,B6_T0_fasted - B6_T0_fed,-0.985291503,0.156393025,-6.300098757,216,1.65E-09,2.04E-08
CBX3_MOUSE,B6_T0_fasted - B6_T0_fed,0.342933193,0.073039694,4.695161927,45,2.52E-05,0.000138203
CC124_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CC50A_MOUSE,B6_T0_fasted - B6_T0_fed,-0.077752241,0.110090814,-0.706255481,100,0.481671521,0.604398785
CCAR1_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CCD22_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CCD47_MOUSE,B6_T0_fasted - B6_T0_fed,0.195577996,0.15750137,1.241754249,76,0.218145827,0.336967248
CCD51_MOUSE,B6_T0_fasted - B6_T0_fed,0.278645702,0.090041016,3.094653032,100,0.002555599,0.007824762
CCD58_MOUSE,B6_T0_fasted - B6_T0_fed,0.029138657,0.045302743,0.643198509,177,0.520927709,0.640288543
CCS_MOUSE,B6_T0_fasted - B6_T0_fed,0.273078812,0.175797668,1.553369934,117,0.123035659,0.210852505
CD166_MOUSE,B6_T0_fasted - B6_T0_fed,-0.981469381,0.123408965,-7.952982862,55,1.04E-10,1.70E-09
CD2AP_MOUSE,B6_T0_fasted - B6_T0_fed,-0.259753509,0.204873225,-1.267874361,191,0.206386214,0.324958774
CD36_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CD38_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CD44_MOUSE,B6_T0_fasted - B6_T0_fed,-0.519872538,0.156807187,-3.315361671,80,0.001377418,0.004579727
CD47_MOUSE,B6_T0_fasted - B6_T0_fed,0.625824564,0.23338448,2.681517488,79,0.008919932,0.022929709
CD81_MOUSE,B6_T0_fasted - B6_T0_fed,-0.03504607,0.040047069,-0.875121969,216,0.382479599,0.509231559
CDC2_MOUSE,B6_T0_fasted - B6_T0_fed,0.392706765,0.15016636,2.615144731,85,0.010550818,0.026256073
CDC37_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CDC42_MOUSE,B6_T0_fasted - B6_T0_fed,-0.491565955,0.125448318,-3.918473874,154,0.000133673,0.000600219
CDC5L_MOUSE,B6_T0_fasted - B6_T0_fed,0.185921538,0.255467724,0.727769189,110,0.468301161,0.590859317
CDD_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CDIPT_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CDV3_MOUSE,B6_T0_fasted - B6_T0_fed,0.254483683,0.41638161,0.611178968,69,0.543089411,0.658971862
CE033_MOUSE,B6_T0_fasted - B6_T0_fed,-0.068038273,0.137335889,-0.495415101,243,0.620754843,0.718397266
CEAM1_MOUSE,B6_T0_fasted - B6_T0_fed,0.49109005,0.048280504,10.17160157,90,0,0
CELF1_MOUSE,B6_T0_fasted - B6_T0_fed,0.907674545,0.109419199,8.295386471,55,2.89E-11,5.23E-10
CENPV_MOUSE,B6_T0_fasted - B6_T0_fed,-0.438365396,0.235540999,-1.861100181,176,0.064397869,0.123406796
CEPT1_MOUSE,B6_T0_fasted - B6_T0_fed,0.160100765,0.092348009,1.73366775,85,0.086602899,0.157988789
CERU_MOUSE,B6_T0_fasted - B6_T0_fed,0.590716776,0.108206078,5.459182929,203,1.39E-07,1.19E-06
CES3_MOUSE,B6_T0_fasted - B6_T0_fed,-0.144393152,0.03378136,-4.274343937,214,2.89E-05,0.000155984
CFAB_MOUSE,B6_T0_fasted - B6_T0_fed,0.324571442,0.094193581,3.445791523,150,0.000738732,0.002723054
CGL_MOUSE,B6_T0_fasted - B6_T0_fed,0.103303044,0.055736523,1.853417435,216,0.065186253,0.124787059
CH082_MOUSE,B6_T0_fasted - B6_T0_fed,0.001752565,0.060794518,0.028827677,120,0.977049915,0.98722842
CH10_MOUSE,B6_T0_fasted - B6_T0_fed,-0.115669118,0.033549249,-3.447740898,216,0.000679417,0.002535013
CH60_MOUSE,B6_T0_fasted - B6_T0_fed,0.040581482,0.027910272,1.453998085,216,0.147398298,0.246831519
CHCH2_MOUSE,B6_T0_fasted - B6_T0_fed,-0.258143971,0.103490872,-2.494364629,122,0.013956156,0.033572939
CHCH3_MOUSE,B6_T0_fasted - B6_T0_fed,-0.416689412,0.244209336,-1.706279612,130,0.090343854,0.163547372
CHD4_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CHDH_MOUSE,B6_T0_fasted - B6_T0_fed,-0.175134701,0.080560623,-2.173949179,202,0.03087158,0.065687265
CHLE_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CHM4B_MOUSE,B6_T0_fasted - B6_T0_fed,-0.031359988,0.12121722,-0.258709021,193,0.79613546,0.865077202
CHMP5_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CHMP7_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CHSP1_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CIAO1_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CISD1_MOUSE,B6_T0_fasted - B6_T0_fed,0.212993746,0.158958212,1.339935474,166,0.182097629,0.29314838
CISD2_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CISY_MOUSE,B6_T0_fasted - B6_T0_fed,-0.115299579,0.048153845,-2.394400253,215,0.017505903,0.040647421
CK054_MOUSE,B6_T0_fasted - B6_T0_fed,-0.28333409,0.112421754,-2.520278154,247,0.012357445,0.030185119
CK5P3_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CKAP4_MOUSE,B6_T0_fasted - B6_T0_fed,0.684129355,0.155732451,4.392978802,50,5.82E-05,0.000287155
CKAP5_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CLC4F_MOUSE,B6_T0_fasted - B6_T0_fed,-0.537106528,0.123278381,-4.356859051,85,3.67E-05,0.000193234
CLCA_MOUSE,B6_T0_fasted - B6_T0_fed,0.666720151,0.12381092,5.384986666,254,1.65E-07,1.38E-06
CLCB_MOUSE,B6_T0_fasted - B6_T0_fed,-0.130046732,0.05322731,-2.443233246,100,0.016309171,0.038354815
CLH_MOUSE,B6_T0_fasted - B6_T0_fed,0.20832144,0.149261379,1.395682138,219,0.164223655,0.26910352
CLIC1_MOUSE,B6_T0_fasted - B6_T0_fed,-0.333092535,0.140918202,-2.363729663,237,0.018899825,0.043226566
CLIC4_MOUSE,B6_T0_fasted - B6_T0_fed,-0.305218178,0.194159394,-1.571997991,142,0.118176549,0.203668334
CLMN_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CLPB_MOUSE,B6_T0_fasted - B6_T0_fed,-0.595685439,0.102488326,-5.812227201,131,4.45E-08,4.22E-07
CLPP_MOUSE,B6_T0_fasted - B6_T0_fed,0.035399358,0.083289157,0.425017604,103,0.671710433,0.761022581
CLPT1_MOUSE,B6_T0_fasted - B6_T0_fed,0.180062726,0.135558109,1.328306565,189,0.185678579,0.298127218
CLPX_MOUSE,B6_T0_fasted - B6_T0_fed,0.166552173,0.184229783,0.904045864,130,0.367643334,0.49596656
CLUS_MOUSE,B6_T0_fasted - B6_T0_fed,0.076406273,0.189204426,0.403829204,100,0.687200598,0.773787029
CLYBL_MOUSE,B6_T0_fasted - B6_T0_fed,0.594207082,0.184130708,3.227093891,133,0.001574667,0.005114874
CMAH_MOUSE,B6_T0_fasted - B6_T0_fed,-1.091767526,0.192763403,-5.663769717,57,5.08E-07,3.94E-06
CMBL_MOUSE,B6_T0_fasted - B6_T0_fed,-0.420273283,0.076578871,-5.48811022,290,8.87E-08,7.96E-07
CMC1_MOUSE,B6_T0_fasted - B6_T0_fed,0.108524122,0.083674074,1.296986232,216,0.196019616,0.310548621
CMC2_MOUSE,B6_T0_fasted - B6_T0_fed,0.063147344,0.068751253,0.918490078,287,0.359133606,0.487357605
CMLO1_MOUSE,B6_T0_fasted - B6_T0_fed,-1.144056414,0.185927503,-6.153239284,139,7.63E-09,8.52E-08
CMLO2_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CN159_MOUSE,B6_T0_fasted - B6_T0_fed,-0.150359779,0.215244818,-0.698552375,96,0.48652062,0.610065555
CN166_MOUSE,B6_T0_fasted - B6_T0_fed,-0.409531381,0.150177774,-2.726977307,216,0.006916975,0.018311991
CNBP_MOUSE,B6_T0_fasted - B6_T0_fed,-0.031536237,0.078331376,-0.402600325,216,0.687640427,0.773806672
CNDP2_MOUSE,B6_T0_fasted - B6_T0_fed,-0.257847297,0.088443274,-2.915397461,264,0.003857297,0.011198998
CNN3_MOUSE,B6_T0_fasted - B6_T0_fed,0.198828502,0.100181634,1.984680173,212,0.04846956,0.097151241
CNPY2_MOUSE,B6_T0_fasted - B6_T0_fed,0.105064682,0.211218032,0.497422882,243,0.619340664,0.718128706
CNPY3_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CO3_MOUSE,B6_T0_fasted - B6_T0_fed,0.061828576,0.271233986,0.227952907,135,0.820027746,0.882662063
CO4B_MOUSE,B6_T0_fasted - B6_T0_fed,0.191368826,0.179455349,1.066386861,87,0.289199196,0.41667911
CO8G_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
COASY_MOUSE,B6_T0_fasted - B6_T0_fed,0.001274696,0.114436108,0.011138935,244,0.991121702,0.994625377
COBL1_MOUSE,B6_T0_fasted - B6_T0_fed,0.595004444,0.148130288,4.016764227,53,0.00018714,0.000812417
COF1_MOUSE,B6_T0_fasted - B6_T0_fed,-0.287624069,0.05824641,-4.938056565,207,1.62E-06,1.18E-05
COF2_MOUSE,B6_T0_fasted - B6_T0_fed,-0.13415356,0.08830065,-1.519281673,176,0.13048597,0.221548004
COMD5_MOUSE,B6_T0_fasted - B6_T0_fed,-0.10230459,0.127434186,-0.802803336,65,0.425014169,0.550265694
COMT_MOUSE,B6_T0_fasted - B6_T0_fed,-0.263782235,0.052610451,-5.013875196,216,1.11E-06,8.27E-06
COPA_MOUSE,B6_T0_fasted - B6_T0_fed,-0.240657021,0.070016105,-3.437166653,128,0.000793421,0.002888391
COPB_MOUSE,B6_T0_fasted - B6_T0_fed,0.267512451,0.163391627,1.637246994,229,0.102952281,0.181180191
COPB2_MOUSE,B6_T0_fasted - B6_T0_fed,0.256285247,0.135618595,1.889750059,174,0.06045435,0.11744684
COPD_MOUSE,B6_T0_fasted - B6_T0_fed,-0.138484702,0.074484085,-1.859252233,255,0.064143191,0.123289571
COPE_MOUSE,B6_T0_fasted - B6_T0_fed,-0.499413987,0.137779322,-3.624738327,199,0.000367335,0.001495463
COPG_MOUSE,B6_T0_fasted - B6_T0_fed,-0.229901766,0.258325513,-0.889969261,126,0.375178488,0.501698532
COPG2_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
COPZ1_MOUSE,B6_T0_fasted - B6_T0_fed,0.40867575,0.136438719,2.995306261,285,0.002982582,0.008939516
COQ3_MOUSE,B6_T0_fasted - B6_T0_fed,0.595165784,0.096176403,6.188272453,220,2.94E-09,3.52E-08
COQ6_MOUSE,B6_T0_fasted - B6_T0_fed,-0.027253758,0.25566914,-0.106597761,40,0.915640934,0.946644578
COQ9_MOUSE,B6_T0_fasted - B6_T0_fed,0.093951876,0.090726789,1.03554724,226,0.301520181,0.429871573
COR1B_MOUSE,B6_T0_fasted - B6_T0_fed,0.068536819,0.183408557,0.373683867,128,0.709257746,0.794504971
COR1C_MOUSE,B6_T0_fasted - B6_T0_fed,-0.262689136,0.229708339,-1.143576836,33,0.261027357,0.386269885
CORO7_MOUSE,B6_T0_fasted - B6_T0_fed,0.145194393,0.131241834,1.106311823,100,0.271245909,0.398619875
COTL1_MOUSE,B6_T0_fasted - B6_T0_fed,-0.064079063,0.150351838,-0.426194077,230,0.670365023,0.760195262
COX1_MOUSE,B6_T0_fasted - B6_T0_fed,-0.354594005,0.150422029,-2.357327635,50,0.022362534,0.050206082
COX2_MOUSE,B6_T0_fasted - B6_T0_fed,-0.103145925,0.036374148,-2.835693265,216,0.005007037,0.013877295
COX41_MOUSE,B6_T0_fasted - B6_T0_fed,-0.070700054,0.043884762,-1.611038773,216,0.108631562,0.189355871
COX5A_MOUSE,B6_T0_fasted - B6_T0_fed,-0.004148011,0.190505183,-0.021773745,253,0.9826456,0.989668356
COX5B_MOUSE,B6_T0_fasted - B6_T0_fed,0.205843027,0.083928157,2.452609886,238,0.014901343,0.035499688
COX6C_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
COX7C_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
COX7R_MOUSE,B6_T0_fasted - B6_T0_fed,-0.316178434,0.132561005,-2.385154175,165,0.018206088,0.041901448
CP013_MOUSE,B6_T0_fasted - B6_T0_fed,-0.376195102,0.06297574,-5.973651111,172,1.30E-08,1.39E-07
CP1A2_MOUSE,B6_T0_fasted - B6_T0_fed,-0.165352748,0.109750441,-1.506624916,273,0.133063048,0.225089109
CP237_MOUSE,B6_T0_fasted - B6_T0_fed,0.180208715,0.099502719,1.811093376,57,0.07539692,0.141378872
CP239_MOUSE,B6_T0_fasted - B6_T0_fed,NA,NA,NA,NA,NA,NA
CP240_MOUSE,B6_T0_fasted - B6_T0_fed,-0.763093129,0.088278593,-8.644146898,218,1.33E-15,4.69E-14
CP254_MOUSE,B6_T0_fasted - B6_T0_fed,-0.516578783,0.077239393,-6.688022283,275,1.26E-10,1.99E-09
CP270_MOUSE,B6_T0_fasted - B6_T0_fed,-0.546934585,0.308382234,-1.773560619,137,0.078357622,0.145737221
CP27A_MOUSE,B6_T0_fasted - B6_T0_fed,0.164090805,0.183661152,0.893443188,252,0.372472319,0.499904241
CP2A5_MOUSE,B6_T0_fasted - B6_T0_fed,0.024744812,0.189017383,0.130912891,101,0.896104621,0.934548748
CP2AC_MOUSE,B6_T0_fasted - B6_T0_fed,-0.06782705,0.068658376,-0.987891858,300,0.324001699,0.453453868
CP2B9_MOUSE,B6_T0_fasted - B6_T0_fed,-1.01031949,0.373826987,-2.702639259,55,0.009131638,0.023397427
CP2CT_MOUSE,B6_T0_fasted - B6_T0_fed,-0.446253062,0.103965694,-4.292310697,243,2.56E-05,0.000139346
CP2D9_MOUSE,B6_T0_fasted - B6_T0_fed,-0.279177511,0.136570698,-2.044197727,267,0.041914981,0.086375979
CP2DA_MOUSE,B6_T0_fasted - B6_T0_fed,-0.436644346,0.092907807,-4.699759465,306,3.94E-06,2.58E-05
CP2DQ_MOUSE,B6_T0_fasted - B6_T0_fed,-0.219404921,0.064456072,-3.403944966,282,0.000760566,0.002786714
CP2E1_MOUSE,B6_T0_fasted - B6_T0_fed,0.383649504,0.039261542,9.771636092,198,0,0
CP2F2_MOUSE,B6_T0_fasted - B6_T0_fed,-0.012067799,0.041427454,-0.291299551,216,0.77110177,0.845903259
CP2J5_MOUSE,B6_T0_fasted - B6_T0_fed,1.228142103,0.387968019,3.165575619,67,0.002329258,0.00720811
CP3AB_MOUSE,B6_T0_fasted - B6_T0_fed,0.303789295,0.135900395,2.235381979,174,0.026664204,0.058224337
CP3AD_MOUSE,B6_T0_fasted - B6_T0_fed,0.317861992,0.208627764,1.523584328,154,0.129663466,0.220355724
CP3AP_MOUSE,B6_T0_fasted - B6_T0_fed,0.063032562,0.08259195,0.763180461,131,0.446727969,0.571462065
CP4AA_MOUSE,B6_T0_fasted - B6_T0_fed,0.754877651,0.118362923,6.377652992,182,1.44E-09,1.82E-08
CP4AE_MOUSE,B6_T0_fasted - B6_T0_fed,1.293675032,0.204353825,6.330564301,200,1.58E-09,1.98E-08
CP4CA_MOUSE,B6_T0_fasted - B6_T0_fed,-0.67685741,0.170819646,-3.962409635,189,0.000105091,0.000482524
CP4FE_MOUSE,B6_T0_fasted - B6_T0_fed,-0.398236557,0.3041521,-1.309333576,30,0.200361361,0.316979285
