Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue
HCDH_MOUSE,S9_T0_fasted - S9_T0_fed,0.178124807,0.042608089,4.180539655,216,4.23E-05,0.000274087
HCFC1_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
HDAC6_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
HDGF_MOUSE,S9_T0_fasted - S9_T0_fed,0.098160545,0.116187511,0.844845917,205,0.399181783,0.573037606
HDHD2_MOUSE,S9_T0_fasted - S9_T0_fed,0.152450623,0.147493565,1.033608639,238,0.302368285,0.473962287
HDHD3_MOUSE,S9_T0_fasted - S9_T0_fed,0.097773378,0.068229542,1.433006506,158,0.153831691,0.289651492
HEAT3_MOUSE,S9_T0_fasted - S9_T0_fed,0.111215898,0.087034019,1.277843986,85,0.20478328,0.359971556
HEBP1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.46087656,0.069449224,-6.636165698,226,2.36E-10,4.47E-09
HECD1_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
HEM2_MOUSE,S9_T0_fasted - S9_T0_fed,0.028100511,0.062218743,0.451640616,170,0.652103568,0.784580239
HEM3_MOUSE,S9_T0_fasted - S9_T0_fed,-0.131954213,0.058093264,-2.271420191,212,0.024125531,0.066735477
HEM6_MOUSE,S9_T0_fasted - S9_T0_fed,0.036527993,0.105113462,0.347510132,249,0.728501669,0.840166547
HEMH_MOUSE,S9_T0_fasted - S9_T0_fed,-0.204928502,0.135822589,-1.508795428,231,0.132717569,0.258161062
HEMO_MOUSE,S9_T0_fasted - S9_T0_fed,0.410975276,0.074827281,5.492318689,162,1.51E-07,1.59E-06
HEPS_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
HEXA_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
HEXB_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
HGD_MOUSE,S9_T0_fasted - S9_T0_fed,-0.131832934,0.037700998,-3.496802191,216,0.000571471,0.002700846
HGS_MOUSE,S9_T0_fasted - S9_T0_fed,0.116536425,0.205533579,0.566994577,88,0.572161334,0.72424998
HIBCH_MOUSE,S9_T0_fasted - S9_T0_fed,0.119311044,0.212295113,0.562005607,143,0.574992039,0.726366706
HINT1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.080908536,0.073472358,-1.101210551,197,0.272148695,0.442447446
HINT2_MOUSE,S9_T0_fasted - S9_T0_fed,0.027107057,0.053080299,0.510680189,294,0.609958249,0.748789123
HM13_MOUSE,S9_T0_fasted - S9_T0_fed,-0.786579402,0.064401943,-12.21359747,120,0,0
HMCS1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.399790731,0.246821128,-1.619758948,88,0.108862427,0.223792596
HMCS2_MOUSE,S9_T0_fasted - S9_T0_fed,0.07272957,0.023163746,3.139801762,216,0.001927006,0.007795052
HMGB1_MOUSE,S9_T0_fasted - S9_T0_fed,0.254059185,0.143315918,1.772721334,250,0.077492593,0.169689835
HMGCL_MOUSE,S9_T0_fasted - S9_T0_fed,0.059722997,0.127752367,0.467490336,262,0.640537691,0.776573856
HMGN5_MOUSE,S9_T0_fasted - S9_T0_fed,-0.360963173,0.131551795,-2.74388634,85,0.007405296,0.024741318
HNRH1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.189688764,0.062326166,-3.04348522,120,0.002873927,0.01100989
HNRH2_MOUSE,S9_T0_fasted - S9_T0_fed,1.069421812,0.297533353,3.594292207,69,0.000605901,0.002835072
HNRL1_MOUSE,S9_T0_fasted - S9_T0_fed,0.123014664,0.114706242,1.072432169,193,0.284865096,0.455251696
HNRL2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.372768496,0.101294466,-3.680047995,90,0.000396913,0.001944253
HNRLL_MOUSE,S9_T0_fasted - S9_T0_fed,1.558068334,0.108475324,14.36334344,25,1.39E-13,4.36E-12
HNRPC_MOUSE,S9_T0_fasted - S9_T0_fed,-0.199128659,0.223668867,-0.890283311,174,0.374543081,0.550402761
HNRPD_MOUSE,S9_T0_fasted - S9_T0_fed,0.274022711,0.063828583,4.293103437,195,2.77E-05,0.000190483
HNRPF_MOUSE,S9_T0_fasted - S9_T0_fed,-0.153418974,0.097676539,-1.570683962,277,0.117397618,0.236682657
HNRPK_MOUSE,S9_T0_fasted - S9_T0_fed,0.21854269,0.080078265,2.729113684,226,0.006850277,0.023258793
HNRPL_MOUSE,S9_T0_fasted - S9_T0_fed,0.318334192,0.080227348,3.967901234,249,9.49E-05,0.000550801
HNRPM_MOUSE,S9_T0_fasted - S9_T0_fed,-0.142573669,0.161914346,-0.88054995,219,0.379526748,0.555003376
HNRPQ_MOUSE,S9_T0_fasted - S9_T0_fed,0.007445629,0.257186507,0.028950309,127,0.976949666,0.983222216
HNRPU_MOUSE,S9_T0_fasted - S9_T0_fed,-0.083800918,0.120036431,-0.698129033,273,0.485690714,0.65070102
HOT_MOUSE,S9_T0_fasted - S9_T0_fed,-1.031249285,0.661722868,-1.55843078,69,0.123706348,0.245023257
HP1B3_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
HPPD_MOUSE,S9_T0_fasted - S9_T0_fed,0.023777442,0.040872155,0.581751608,216,0.561340647,0.715367044
HPRT_MOUSE,S9_T0_fasted - S9_T0_fed,-0.287399803,0.18722606,-1.535041664,173,0.126600407,0.249617783
HPT_MOUSE,S9_T0_fasted - S9_T0_fed,0.428840253,0.599906095,0.714845635,53,0.477841499,0.644315312
HRG_MOUSE,S9_T0_fasted - S9_T0_fed,-0.392505198,0.178372789,-2.20047688,103,0.030006784,0.079495189
HS105_MOUSE,S9_T0_fasted - S9_T0_fed,-0.232803133,0.208617519,-1.115932808,180,0.265938427,0.435759563
HS74L_MOUSE,S9_T0_fasted - S9_T0_fed,-0.330575107,0.201117632,-1.643690332,65,0.105069027,0.217420065
HS90A_MOUSE,S9_T0_fasted - S9_T0_fed,-0.004317654,0.1041045,-0.041474234,212,0.966956867,0.979340191
HS90B_MOUSE,S9_T0_fasted - S9_T0_fed,-0.28498179,0.051936553,-5.487114107,210,1.17E-07,1.26E-06
HSDL2_MOUSE,S9_T0_fasted - S9_T0_fed,0.568673346,0.108823374,5.225654411,217,4.07E-07,3.94E-06
HSP74_MOUSE,S9_T0_fasted - S9_T0_fed,-0.079666384,0.084315798,-0.944857144,217,0.345782662,0.521167619
HSP7C_MOUSE,S9_T0_fasted - S9_T0_fed,-0.341391723,0.071997252,-4.741732722,215,3.86E-06,3.10E-05
HTAI2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.186609328,0.114412621,-1.631020479,120,0.105507849,0.218088203
HUTH_MOUSE,S9_T0_fasted - S9_T0_fed,0.152919096,0.114547463,1.334984573,218,0.183273836,0.328634971
HUTI_MOUSE,S9_T0_fasted - S9_T0_fed,-0.123940985,0.1155401,-1.072709693,199,0.284700506,0.455251696
HUTU_MOUSE,S9_T0_fasted - S9_T0_fed,-0.030072254,0.043402542,-0.692868481,209,0.489161273,0.653488888
HUWE1_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
HXK1_MOUSE,S9_T0_fasted - S9_T0_fed,1.246690747,0.232902705,5.352839289,60,1.43E-06,1.27E-05
HXK4_MOUSE,S9_T0_fasted - S9_T0_fed,-0.029692532,0.427170984,-0.069509712,83,0.944751098,0.966853545
HYEP_MOUSE,S9_T0_fasted - S9_T0_fed,-0.292626357,0.091886128,-3.184663048,243,0.001638672,0.006730003
HYES_MOUSE,S9_T0_fasted - S9_T0_fed,-0.134178993,0.07485723,-1.792465379,285,0.074118949,0.164020873
HYI_MOUSE,S9_T0_fasted - S9_T0_fed,-0.603468291,0.52267064,-1.154586166,66,0.252423344,0.420934601
HYKK_MOUSE,S9_T0_fasted - S9_T0_fed,-0.513022932,0.355671786,-1.442405476,121,0.151771538,0.287494726
HYOU1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.22216714,0.239773333,-0.926571516,198,0.355277068,0.532490968
I23O2_MOUSE,S9_T0_fasted - S9_T0_fed,0.094451942,0.191836487,0.492356502,170,0.623102591,0.761569834
IAH1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.251109873,0.134459705,-1.867547408,207,0.063238593,0.144183991
ICAM1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.420123584,0.135899197,-3.091435363,35,0.00389461,0.014382942
ICLN_MOUSE,S9_T0_fasted - S9_T0_fed,0.066404571,0.108365095,0.61278561,95,0.541482276,0.701949111
IDE_MOUSE,S9_T0_fasted - S9_T0_fed,0.027159088,0.298721235,0.090917833,44,0.927970528,0.959072837
IDH3A_MOUSE,S9_T0_fasted - S9_T0_fed,-0.124280464,0.099653193,-1.247129773,222,0.213664009,0.369395221
IDHC_MOUSE,S9_T0_fasted - S9_T0_fed,-0.150575696,0.029227545,-5.151842047,216,5.81E-07,5.38E-06
IDHG1_MOUSE,S9_T0_fasted - S9_T0_fed,0.317834601,0.20198172,1.573581014,180,0.117340378,0.236682657
IDHP_MOUSE,S9_T0_fasted - S9_T0_fed,0.011684238,0.090832042,0.128635637,280,0.897738313,0.945894301
IDI1_MOUSE,S9_T0_fasted - S9_T0_fed,0.303540159,0.143050769,2.121905118,224,0.034944089,0.089306836
IF1A_MOUSE,S9_T0_fasted - S9_T0_fed,-0.727535162,0.112318189,-6.477447394,70,1.10E-08,1.53E-07
IF2A_MOUSE,S9_T0_fasted - S9_T0_fed,-0.253472239,0.134373753,-1.886322538,180,0.06086183,0.140986578
IF2B_MOUSE,S9_T0_fasted - S9_T0_fed,0.36205668,0.170928509,2.118176083,130,0.036063532,0.091793645
IF2G_MOUSE,S9_T0_fasted - S9_T0_fed,-0.378588339,0.20045925,-1.888604985,79,0.062615202,0.143426071
IF2H_MOUSE,S9_T0_fasted - S9_T0_fed,0.265303753,0.301114815,0.881071737,55,0.382113102,0.556120962
IF2P_MOUSE,S9_T0_fasted - S9_T0_fed,0.685220494,0.127504501,5.374088668,214,2.00E-07,2.05E-06
IF4A1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.088974269,0.050235161,-1.771155269,275,0.077642467,0.169777151
IF4A2_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
IF4A3_MOUSE,S9_T0_fasted - S9_T0_fed,-0.111049614,0.079807359,-1.391470868,120,0.166656842,0.306733385
IF4B_MOUSE,S9_T0_fasted - S9_T0_fed,-0.184414747,0.144601051,-1.275334762,167,0.203962048,0.358889253
IF4E_MOUSE,S9_T0_fasted - S9_T0_fed,0.110811372,0.188647889,0.587397892,189,0.557637597,0.71306344
IF4G1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.008694171,0.087666181,-0.099173604,156,0.921127757,0.956876847
IF4G2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.054063142,0.127620788,-0.423623324,123,0.672580407,0.801726075
IF4G3_MOUSE,S9_T0_fasted - S9_T0_fed,0.278803698,0.129081988,2.159896225,70,0.034207422,0.088022108
IF4H_MOUSE,S9_T0_fasted - S9_T0_fed,0.196520272,0.125424986,1.566835108,239,0.118476273,0.23809174
IF5_MOUSE,S9_T0_fasted - S9_T0_fed,-0.688325604,0.224063173,-3.072015781,207,0.002411842,0.0093927
IF5A1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.209231431,0.02546067,-8.217828859,115,3.49E-13,1.04E-11
IF6_MOUSE,S9_T0_fasted - S9_T0_fed,-0.068240287,0.081484976,-0.837458515,291,0.403022146,0.575614773
IFM3_MOUSE,S9_T0_fasted - S9_T0_fed,-0.054335275,0.076054763,-0.714423034,25,0.481583737,0.647042149
IGBP1_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
IGHA_MOUSE,S9_T0_fasted - S9_T0_fed,-0.244885496,0.078108459,-3.135198171,110,0.002202737,0.008722837
IGJ_MOUSE,S9_T0_fasted - S9_T0_fed,-0.128912456,0.135390722,-0.952151333,100,0.343316004,0.518280421
IIGP1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.590340914,0.120846159,-4.885061446,237,1.90E-06,1.66E-05
ILK_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
ILVBL_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
IMA2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.06635884,0.12912765,-0.513901087,175,0.607969428,0.74791173
IMB1_MOUSE,S9_T0_fasted - S9_T0_fed,0.14371508,0.114268064,1.257701181,204,0.209937639,0.365303143
IMDH2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.672814307,0.233841992,-2.877217654,89,0.005021494,0.017788004
IMMT_MOUSE,S9_T0_fasted - S9_T0_fed,0.072879186,0.225637649,0.322992136,88,0.747467419,0.854183606
IMPA1_MOUSE,S9_T0_fasted - S9_T0_fed,0.559233808,0.153178289,3.650868621,179,0.000342882,0.001724496
INMT_MOUSE,S9_T0_fasted - S9_T0_fed,-0.01655492,0.047909758,-0.345543814,216,0.730021864,0.840335515
INPP_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
IPO4_MOUSE,S9_T0_fasted - S9_T0_fed,-0.88029142,0.227028553,-3.877448058,100,0.000189016,0.00103413
IPO5_MOUSE,S9_T0_fasted - S9_T0_fed,0.123081827,0.258247507,0.476604125,129,0.634450365,0.770930967
IPO7_MOUSE,S9_T0_fasted - S9_T0_fed,0.147730815,0.170348027,0.867229387,157,0.387139867,0.560520509
IPO9_MOUSE,S9_T0_fasted - S9_T0_fed,0.026110856,0.095328595,0.273903712,75,0.784911568,0.879995757
IPYR_MOUSE,S9_T0_fasted - S9_T0_fed,-0.083508011,0.057315807,-1.456980462,286,0.146218802,0.278942766
IPYR2_MOUSE,S9_T0_fasted - S9_T0_fed,0.243479401,0.220117242,1.106135071,168,0.270249497,0.440501996
IQGA1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.136064104,0.331349412,-0.410636322,51,0.683059423,0.809966777
IQGA2_MOUSE,S9_T0_fasted - S9_T0_fed,0.209904048,0.067668158,3.101961879,144,0.002313892,0.009067565
IRGM1_MOUSE,S9_T0_fasted - S9_T0_fed,0.859109278,0.261094498,3.290415103,51,0.001818905,0.007405544
ISC2A_MOUSE,S9_T0_fasted - S9_T0_fed,0.231520684,0.038657993,5.988947297,216,8.72E-09,1.22E-07
ISC2B_MOUSE,S9_T0_fasted - S9_T0_fed,-0.067332985,0.114513808,-0.587990095,148,0.55743508,0.71306344
ISCU_MOUSE,S9_T0_fasted - S9_T0_fed,-0.178132043,0.105018045,-1.69620415,141,0.092053964,0.194554501
ISOC1_MOUSE,S9_T0_fasted - S9_T0_fed,0.36159886,0.107959528,3.349392762,265,0.000927574,0.004134516
IST1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.54460151,0.156078305,-3.489283852,55,0.000961404,0.004275178
ITA1_MOUSE,S9_T0_fasted - S9_T0_fed,1.003499923,0.115787142,8.666764763,94,1.25E-13,4.06E-12
ITA2_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
ITA3_MOUSE,S9_T0_fasted - S9_T0_fed,0.603871585,0.213118348,2.8335035,71,0.005989512,0.020634198
ITB1_MOUSE,S9_T0_fasted - S9_T0_fed,0.259117446,0.193870725,1.336547566,135,0.183618574,0.32893956
ITIH2_MOUSE,S9_T0_fasted - S9_T0_fed,0.141279931,0.080985349,1.744512218,211,0.082525897,0.177813531
ITM2B_MOUSE,S9_T0_fasted - S9_T0_fed,-0.530208899,0.100191311,-5.291964877,100,7.17E-07,6.58E-06
ITPA_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
IVD_MOUSE,S9_T0_fasted - S9_T0_fed,0.101927144,0.066324767,1.536788562,263,0.125547261,0.247801046
IYD1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.091471178,0.139282348,-0.65673202,215,0.512055567,0.674493362
JAM1_MOUSE,S9_T0_fasted - S9_T0_fed,0.072254636,0.115529937,0.625419157,237,0.532297745,0.694831407
K0564_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
K0664_MOUSE,S9_T0_fasted - S9_T0_fed,-0.035550432,0.146064728,-0.243388205,194,0.807961846,0.890841872
K1468_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
K1C10_MOUSE,S9_T0_fasted - S9_T0_fed,-0.28858316,0.087224461,-3.308511818,65,0.001531772,0.006374478
K1C18_MOUSE,S9_T0_fasted - S9_T0_fed,0.021202676,0.030101067,0.704382854,208,0.481982269,0.647115381
K1C20_MOUSE,S9_T0_fasted - S9_T0_fed,-0.142256516,0.115074163,-1.236215948,105,0.219136584,0.376657664
K2C1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.188070645,0.172380053,-1.09102325,60,0.279624658,0.449934971
K2C79_MOUSE,S9_T0_fasted - S9_T0_fed,0.75260773,0.030635778,24.5663003,120,0,0
K2C8_MOUSE,S9_T0_fasted - S9_T0_fed,-0.047458942,0.080349789,-0.590654214,174,0.55551853,0.712364692
K6PL_MOUSE,S9_T0_fasted - S9_T0_fed,-0.328048723,0.315078145,-1.041166225,70,0.301381147,0.472923927
KAD2_MOUSE,S9_T0_fasted - S9_T0_fed,0.015411051,0.05563331,0.277011212,293,0.781966823,0.878661645
KAD3_MOUSE,S9_T0_fasted - S9_T0_fed,0.105631657,0.077313576,1.366275659,292,0.172903683,0.312422505
KAD4_MOUSE,S9_T0_fasted - S9_T0_fed,0.69009446,0.204749442,3.370433902,203,0.000898287,0.004023041
KANK2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.309581832,0.316310961,-0.978726222,50,0.332427254,0.505902641
KAP0_MOUSE,S9_T0_fasted - S9_T0_fed,-0.353584079,0.224805284,-1.572845947,144,0.117949102,0.237539893
KAP2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.236365618,0.155004454,-1.524895654,105,0.130291583,0.254494775
KAPCA_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
KAPCB_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
KAT1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.111144597,0.092510936,-1.201421173,151,0.231468859,0.393271428
KAT3_MOUSE,S9_T0_fasted - S9_T0_fed,-0.276956828,0.11905292,-2.326333763,262,0.020763931,0.058820715
KBL_MOUSE,S9_T0_fasted - S9_T0_fed,-0.029752393,0.195363887,-0.152292186,186,0.879121557,0.936899518
KCMF1_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
KCRB_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
KCY_MOUSE,S9_T0_fasted - S9_T0_fed,0.044214048,0.109964863,0.402074322,260,0.687959661,0.81284681
KEG1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.16401633,0.13318533,-1.231489461,218,0.219466666,0.376657664
KFA_MOUSE,S9_T0_fasted - S9_T0_fed,0.798886417,0.178703843,4.470449006,107,1.95E-05,0.000139399
KGUA_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
KHK_MOUSE,S9_T0_fasted - S9_T0_fed,-0.110638662,0.042532096,-2.60129813,216,0.009929192,0.031193084
KI13A_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
KIME_MOUSE,S9_T0_fasted - S9_T0_fed,0.195526307,0.157738986,1.239556001,143,0.217170067,0.373902485
KINH_MOUSE,S9_T0_fasted - S9_T0_fed,-0.427336318,0.109115751,-3.916357748,172,0.000129451,0.000729033
KISHA_MOUSE,S9_T0_fasted - S9_T0_fed,0.099526409,0.085667772,1.161771893,75,0.249012055,0.417767096
KLC4_MOUSE,S9_T0_fasted - S9_T0_fed,-1.080916225,0.119978794,-9.00922728,85,5.17E-14,1.73E-12
KMO_MOUSE,S9_T0_fasted - S9_T0_fed,-0.256479936,0.149392272,-1.716821978,236,0.087323717,0.185957713
KNG1_MOUSE,S9_T0_fasted - S9_T0_fed,0.453823444,0.146146043,3.105273555,154,0.002263312,0.008906462
KPRA_MOUSE,S9_T0_fasted - S9_T0_fed,-0.106647074,0.121700656,-0.876306481,110,0.382773106,0.556411292
KPYM_MOUSE,S9_T0_fasted - S9_T0_fed,0.137099622,0.06939035,1.975773597,266,0.049213799,0.118680969
KPYR_MOUSE,S9_T0_fasted - S9_T0_fed,-0.159816714,0.083754069,-1.908166566,186,0.057909899,0.135050953
KYNU_MOUSE,S9_T0_fasted - S9_T0_fed,-0.068502075,0.14942229,-0.458446162,174,0.647204009,0.78138045
L2HDH_MOUSE,S9_T0_fasted - S9_T0_fed,0.590500882,0.225012299,2.624304914,126,0.009756017,0.030842131
LA_MOUSE,S9_T0_fasted - S9_T0_fed,0.912460808,0.388472877,2.348840452,115,0.020538759,0.058270596
LACB2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.294566213,0.062137104,-4.740584829,231,3.73E-06,3.04E-05
LACTB_MOUSE,S9_T0_fasted - S9_T0_fed,0.275424772,0.482888191,0.570369656,78,0.570066423,0.724229713
LAMP1_MOUSE,S9_T0_fasted - S9_T0_fed,0.075366317,0.119759681,0.629312943,126,0.53028357,0.692682914
LAMP2_MOUSE,S9_T0_fasted - S9_T0_fed,0.408384077,0.07149616,5.711972141,191,4.22E-08,4.93E-07
LAP2B_MOUSE,S9_T0_fasted - S9_T0_fed,-0.266878933,0.091635608,-2.912393324,251,0.003909641,0.014391456
LARP1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.095290058,0.13354496,-0.713542899,136,0.476732566,0.643596042
LARP4_MOUSE,S9_T0_fasted - S9_T0_fed,0.285329579,0.078913147,3.615741965,110,0.000453509,0.002187307
LASP1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.365226235,0.158919668,-2.298181461,255,0.02236117,0.062498307
LASS2_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
LBR_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
LC7L2_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
LDHA_MOUSE,S9_T0_fasted - S9_T0_fed,-0.242137954,0.042301838,-5.724052782,216,3.45E-08,4.13E-07
LDHD_MOUSE,S9_T0_fasted - S9_T0_fed,-0.421891178,0.126696472,-3.329936275,215,0.001022158,0.004501883
LEG1_MOUSE,S9_T0_fasted - S9_T0_fed,0.105938326,0.216280159,0.489819901,125,0.625119898,0.762054782
LEG3_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
LEG9_MOUSE,S9_T0_fasted - S9_T0_fed,-0.166632875,0.054565664,-3.053804563,203,0.002562379,0.00989699
LETM1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.167191355,0.077670935,-2.152560104,234,0.032376311,0.084232145
LG3BP_MOUSE,S9_T0_fasted - S9_T0_fed,-0.696132896,0.177621394,-3.919195103,104,0.00015934,0.00087894
LGAT1_MOUSE,S9_T0_fasted - S9_T0_fed,0.330277197,0.110049176,3.001178276,211,0.003013421,0.011450999
LGMN_MOUSE,S9_T0_fasted - S9_T0_fed,0.138230157,0.126759554,1.090491039,115,0.277776531,0.448111196
LGUL_MOUSE,S9_T0_fasted - S9_T0_fed,-0.148045618,0.050355057,-2.940034737,210,0.003649291,0.013539085
LHPP_MOUSE,S9_T0_fasted - S9_T0_fed,-0.20448404,0.098537381,-2.075192558,278,0.038888294,0.097113284
LICH_MOUSE,S9_T0_fasted - S9_T0_fed,0.201142218,0.109780507,1.832221619,130,0.069207084,0.155526964
LIMA1_MOUSE,S9_T0_fasted - S9_T0_fed,0.494253558,0.104075188,4.7490047,25,7.14E-05,0.000426408
LIN7C_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
LIPS_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
LIPT_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
LIS1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.180488087,0.158150356,-1.141243636,169,0.255383101,0.423611651
LKHA4_MOUSE,S9_T0_fasted - S9_T0_fed,-0.224763758,0.163574968,-1.374071839,153,0.171428983,0.310653099
LMAN1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.241114493,0.074492694,-3.236753585,207,0.001407822,0.005924191
LMAN2_MOUSE,S9_T0_fasted - S9_T0_fed,0.348170494,0.127287787,2.735301644,228,0.006722509,0.022949255
LMF1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.224410034,0.063663209,-3.524956365,135,0.000578872,0.002724379
LMNA_MOUSE,S9_T0_fasted - S9_T0_fed,0.184421266,0.218541709,0.843872172,131,0.400279186,0.573438804
LMNB1_MOUSE,S9_T0_fasted - S9_T0_fed,0.222031441,0.216774277,1.024251791,161,0.307252849,0.480417797
LMNB2_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
LONM_MOUSE,S9_T0_fasted - S9_T0_fed,-0.057221117,0.158733615,-0.360485188,225,0.718822518,0.832064712
LONP2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.242467069,0.091799016,-2.641281788,185,0.008965835,0.028877972
LPP_MOUSE,S9_T0_fasted - S9_T0_fed,-0.075915002,0.173580636,-0.437347183,113,0.662694294,0.79343137
LPP60_MOUSE,S9_T0_fasted - S9_T0_fed,-0.592029333,0.135261313,-4.376930255,89,3.27E-05,0.000220335
LPPRC_MOUSE,S9_T0_fasted - S9_T0_fed,0.028452411,0.130924518,0.217319198,128,0.828305624,0.905838883
LRC40_MOUSE,S9_T0_fasted - S9_T0_fed,0.346360619,0.164123139,2.110370424,189,0.036142001,0.09186906
LRC47_MOUSE,S9_T0_fasted - S9_T0_fed,2.248555408,0.315649666,7.123579251,75,5.44E-10,9.57E-09
LRC59_MOUSE,S9_T0_fasted - S9_T0_fed,0.14478731,0.073300148,1.975266287,250,0.049337919,0.118827947
LRP1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.46697598,0.157139417,-2.971730393,137,0.003498771,0.013057914
LSM2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.468421005,0.104222662,-4.494425655,60,3.24E-05,0.000219444
LSM6_MOUSE,S9_T0_fasted - S9_T0_fed,0.007666365,0.103754727,0.073889308,55,0.941366543,0.965490986
LSM8_MOUSE,S9_T0_fasted - S9_T0_fed,-0.1991143,0.089986659,-2.212709112,158,0.02835162,0.076063346
LSR_MOUSE,S9_T0_fasted - S9_T0_fed,0.080343787,0.073851905,1.087904054,105,0.279128344,0.449520903
LTOR1_MOUSE,S9_T0_fasted - S9_T0_fed,0.304885513,0.306439201,0.994929865,76,0.322927611,0.496669531
LUC7L_MOUSE,S9_T0_fasted - S9_T0_fed,0.39776211,0.173688444,2.290089665,50,0.026271021,0.071825277
LYAG_MOUSE,S9_T0_fasted - S9_T0_fed,-0.114256305,0.147467012,-0.774792294,194,0.439405707,0.612692464
LYPA1_MOUSE,S9_T0_fasted - S9_T0_fed,0.076526681,0.052817073,1.448900465,208,0.148871272,0.282855417
LYPA2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.101119897,0.080763522,-1.252049129,184,0.212141159,0.367776516
LYRIC_MOUSE,S9_T0_fasted - S9_T0_fed,0.169653494,0.097443105,1.741051812,243,0.082940141,0.178501608
